央视,#genre#
广东卫视,https://mgtv.ottiptv.cc/mg/608831231.m3u8?token=6207e4bbbba6f77c86cc5b2d303f1f05b67112e2a238228205c1d663de2483f6bb8b1c5896e943ceae36a4c5b826aa774f8ef3db58212a2a660cd9be07af7efa06b847b77e5eb3dde69d8005d7&tm=1757559327&sign=f6f0095daf95148376a914828674eb3a
广东卫视,https://mursor.ottiptv.cc/mcp/guangdong.m3u8?tm=1757571545&sign=9cbbe499fb5532294a77f5f57e437f08
广东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广西卫视,https://mursor.ottiptv.cc/mcp/guangxi.m3u8?tm=1757571545&sign=39ab789de13b73849ad6c55b918e9b4a
广西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227010/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EkAhb-89sxdm9fz6-heXCuw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
贵州卫视,https://mursor.ottiptv.cc/mcp/guizhou.m3u8?tm=1757571545&sign=006e1b34a866464a6c618c7f6a23b2b7
贵州卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227012/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EnqBF03rFwPucF8ODtWxLQQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
海南卫视,https://mgtv.ottiptv.cc/mg/947472502.m3u8?token=8ff2a364a99f10c8b0efdf2d42afd73a56cf479ccd87797c327b2af0002f1838ec7940bef66efde388d3392fc9b109ca85bd51f79d507dea5e50d33ab2dec373b2dd1ae568762744d268a8da80&tm=1757559327&sign=70bdf99af4b8a5eb9b8dcbf5d65ba7e1
海南卫视,https://mursor.ottiptv.cc/mcp/hainan.m3u8?tm=1757571545&sign=32dd0458e8a34de34305a65c1cd4fda1
海南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227029/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEuBMjt2kLMD8fAO7QYER7Q%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河北卫视,https://mursor.ottiptv.cc/mcp/hebei.m3u8?tm=1757571545&sign=ffba4caad8e36029c506d1eec292f94e
河北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227014/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErSGjhI3DMaaAASPrbQJYTg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
河南卫视,https://mgtv.ottiptv.cc/mg/790187291.m3u8?token=ecbeb08dd51c894acb9c182ed47f2c7967cf7dca135a1b83539bea75db3efabab4e8fb171a4f20199029db7aa41214f632879e491a16430f1e70420059ee05929f05158deb311c19d6a62a3f1b&tm=1757559327&sign=0a5e19c7d122a5b68085a6a36f160c2e
河南卫视,https://mursor.ottiptv.cc/mcp/henan.m3u8?tm=1757571545&sign=3df20cf3fa4e348376cad8a5edc78a11
黑龙江卫视,https://mursor.ottiptv.cc/mcp/heilongjiang.m3u8?tm=1757571545&sign=9b2331913249e886128d74089a4d0758
黑龙江卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7UiKL56-L86ihmTWaZ6csw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
湖北卫视,https://mgtv.ottiptv.cc/mg/947472496.m3u8?token=222165e3b39999efacb8c66d31d4ab5c363d321feaaa40a2ce8488c0046d13e00dd892cf00b981337d38c8ad19816e5f798c4a29c6818419359bd5cb95b1363615f25f179550b37d6ff5e70ef2&tm=1757559327&sign=17ed2755c9981b2758086feb222d9139
湖北卫视,https://mursor.ottiptv.cc/mcp/hubei.m3u8?tm=1757571545&sign=e5838351d0b9ae1906b4fc560678cfeb
湖北卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226952/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EREB40lnZnCEwjRy7LZuhIQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
湖南卫视,https://mursor.ottiptv.cc/mcp/hunan.m3u8?tm=1757571545&sign=c5b09027534c77632ab95275a9e002dc
湖南卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226509/1.m3u8?zoneoffset=480&servicetype=1&icpid=&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=%7E%7EV2.0%7EIGb_ib7rnBX9_sANRKq9sg%7EpK8OKM5JoJWWbLRyLfPcUMkwWZ90MzSI9S9PDltJsYzd0ZGcS3Tkh7syciNKJa-w60mDOdwtDyoNwCx9aRgzHNH9AUREV_qvNJtXHRPzYw0%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3D%3D%3A20221022013542%2C915973%2C119.123.71.209%2C20221022013542%2C10000100000000050000000003873458%2C915973%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007253514_0%2CEND&GuardEncType=2
吉林卫视,https://mgtv.ottiptv.cc/mg/947472500.m3u8?token=3fed19a35397ded1a674c538652ea418f38fbe1093ac2dd9ebc668f2fa5729331d9447700fc8893b0556a76caa3d7adc85a76cfb2bf0b8980fec0bdc25bdd3c64e238210e8c9cc980694081ac5&tm=1757559327&sign=9cba46ca567a68f76757e923501e583f
吉林卫视,https://mursor.ottiptv.cc/mcp/jiling.m3u8?tm=1757571545&sign=46c46594133ad3e92f8ab6f4c14509dc
吉林卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227015/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EW5-3AVdwD5KlUpuA4mz7Cg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
江苏卫视,https://mgtv.ottiptv.cc/mg/623899368.m3u8?token=8755c45e84adc04861776f272e8ff45dec5ed701b304845e2c50392e300590032e113c8865cee9e356e091962df3f3c8a85807180c781c8c75a1ad6c19d5f7c86e3675a504e5f28db2ab722cb7&tm=1757559327&sign=d0a3bea9b70133356b314721e61141d3
江苏卫视,https://mursor.ottiptv.cc/mcp/jiangsu.m3u8?tm=1757571545&sign=6c4a9e74d71dc248d8dee56720825f6d
江苏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226897/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0BmO6uHF7WFoTed__Xr3NQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
江西卫视,https://mgtv.ottiptv.cc/mg/783847495.m3u8?token=555e1fa0da6b9e6c15d9bc538bcb5f92080d11e4e4f7992b16907960f4b2ba909ccac71e84f5719912fdb70753bf657f73a593be215f7f60207c3669238f65163b4d9aa384245b7070f949026c&tm=1757559327&sign=5f140a85adc252d9ed484c27baadaf26
江西卫视,https://mursor.ottiptv.cc/mcp/jiangxi.m3u8?tm=1757571545&sign=fbda819b4b8052897592bbddba0ef54b
江西卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226956/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Ei6ZIpVizXlewg-YfGvH8dA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
辽宁卫视,https://mursor.ottiptv.cc/mcp/liaoning.m3u8?tm=1757571545&sign=92f9d1da02806757bd991891224722f3
辽宁卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226966/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E6qJH8Fd-zgCGx3P-Ce86cA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
内蒙古卫视,https://mursor.ottiptv.cc/mcp/neimenggu.m3u8?tm=1757571545&sign=958c84983c1a91dae956a96224cebd45
内蒙古卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227018/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ErN_hoRDwApMKnJqiNHvn9w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
宁夏卫视,https://mursor.ottiptv.cc/mcp/ningxia.m3u8?tm=1757571545&sign=408e975d416b0d6ca82e00fe0dde819d
宁夏卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227003/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7ESco1zinvdUYzleEkXYhIvA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
青海卫视,https://mgtv.ottiptv.cc/mg/947472506.m3u8?token=c3a89eba0f4b1bcf8d23ab7966ccc44b2e05ab94d2ee343e7dc05b13049138e082210c96bccb1604290b9e8ced4a31e4280c10b9069ab7c8710d84371f9fa4fe7ecfcbbb54f937d249a79e1920&tm=1757559327&sign=83e5caae19915ffdcbe4dc37e9df414c
青海卫视,https://mursor.ottiptv.cc/mcp/qinghai.m3u8?tm=1757571545&sign=85c04ff88c6dce4162e0677ff54a8a6f
青海卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227017/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EacviHy_ucMT27Ymf2iLtZA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
山东卫视,https://mursor.ottiptv.cc/mcp/shandong.m3u8?tm=1757571545&sign=6c8fa86735dc57b01e94710420190eb2
山东卫视,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226957/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EjW26v5VaHGy1jQuIA-4EbA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
